frame,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16
10,0.5650323629379272,0.3629874885082245,-0.15337227284908295,0.4642246663570404,0.35891205072402954,-0.1928035318851471,0.5752028226852417,0.4724104106426239,-0.11059562861919403,0.45589977502822876,0.46971169114112854,-0.17186519503593445,0.5356975793838501,0.5491238832473755,-0.22378495335578918,0.48974913358688354,0.558857262134552,-0.2620837092399597
11,0.5651699304580688,0.36292868852615356,-0.15426531434059143,0.46432772278785706,0.35881009697914124,-0.2005680352449417,0.5756640434265137,0.472674161195755,-0.11084969341754913,0.45594510436058044,0.4696877598762512,-0.18319246172904968,0.5356976389884949,0.5494372844696045,-0.22224144637584686,0.48971861600875854,0.5590512752532959,-0.2666000723838806
12,0.5651981830596924,0.3629499077796936,-0.1466788649559021,0.4643281102180481,0.3588220775127411,-0.2085808962583542,0.5756934881210327,0.473039835691452,-0.09723661839962006,0.4560427665710449,0.4697650671005249,-0.1913314163684845,0.5352360010147095,0.5497428774833679,-0.20421116054058075,0.48968514800071716,0.5592429041862488,-0.27156534790992737
13,0.5651914477348328,0.3626994788646698,-0.13840916752815247,0.46450257301330566,0.35865771770477295,-0.16313675045967102,0.5756727457046509,0.4730389416217804,-0.08688992261886597,0.4554217755794525,0.46941882371902466,-0.12788125872612,0.5363079309463501,0.5521238446235657,-0.19564583897590637,0.4867113530635834,0.557382345199585,-0.22357216477394104
14,0.5652108192443848,0.36248475313186646,-0.13463304936885834,0.4645741581916809,0.35856425762176514,-0.164261132478714,0.5755707025527954,0.4730429947376251,-0.08270441740751266,0.45542293787002563,0.46931904554367065,-0.13091740012168884,0.5394439697265625,0.5568191409111023,-0.19431909918785095,0.48373547196388245,0.556052029132843,-0.22767607867717743
15,0.5652129054069519,0.36247149109840393,-0.13650427758693695,0.4645593762397766,0.35856372117996216,-0.16349604725837708,0.5754309892654419,0.47296756505966187,-0.08585485070943832,0.45432543754577637,0.4690670967102051,-0.12851811945438385,0.5427848696708679,0.5596742033958435,-0.19691994786262512,0.4809568524360657,0.5556252598762512,-0.22812454402446747
16,0.5652056932449341,0.36245524883270264,-0.10083919763565063,0.4645131230354309,0.35880669951438904,-0.12059921026229858,0.575421154499054,0.4730224311351776,-0.05242157727479935,0.4530661106109619,0.4690641760826111,-0.08421175181865692,0.5489937663078308,0.5627864599227905,-0.1714952141046524,0.47839492559432983,0.5553920269012451,-0.18192234635353088
17,0.564918577671051,0.3624197840690613,-0.08891533315181732,0.4642532765865326,0.3588356077671051,-0.12082625925540924,0.5754191875457764,0.47269207239151,-0.03606107085943222,0.45139026641845703,0.4682880640029907,-0.08710113912820816,0.5527236461639404,0.5653988718986511,-0.15861433744430542,0.47658196091651917,0.5552477240562439,-0.18770243227481842
18,0.5645166635513306,0.3624773919582367,-0.09660428017377853,0.46392783522605896,0.35898005962371826,-0.1418456733226776,0.5753613114356995,0.47394201159477234,-0.041241005063056946,0.4504716396331787,0.4683389365673065,-0.11178305000066757,0.554613471031189,0.5699673891067505,-0.16241419315338135,0.47573980689048767,0.5552813410758972,-0.21493323147296906
19,0.5641781091690063,0.36247166991233826,-0.11489897966384888,0.4633132517337799,0.35913702845573425,-0.14884822070598602,0.5750609040260315,0.47395727038383484,-0.05205288529396057,0.44946813583374023,0.46835845708847046,-0.11878031492233276,0.5561456680297852,0.5723322033882141,-0.16858376562595367,0.4755338728427887,0.5556737184524536,-0.22003273665905
20,0.5612586736679077,0.3621539771556854,-0.09553221613168716,0.46137604117393494,0.35912850499153137,-0.14989887177944183,0.5742020010948181,0.46909940242767334,-0.024700861424207687,0.44726961851119995,0.4682537615299225,-0.1192818284034729,0.5677295327186584,0.5705536603927612,-0.13493606448173523,0.47468286752700806,0.5571609735488892,-0.22129333019256592
21,0.5596508979797363,0.3619364798069,-0.0913374125957489,0.4596942067146301,0.3592228293418884,-0.14774726331233978,0.5737122297286987,0.46643081307411194,-0.024701017886400223,0.4461316466331482,0.4683167636394501,-0.1176338940858841,0.570784330368042,0.5697876811027527,-0.13375064730644226,0.4730810225009918,0.5574542284011841,-0.20666900277137756
22,0.5581653118133545,0.36184781789779663,-0.09905417263507843,0.4579552114009857,0.3593560755252838,-0.16755422949790955,0.5725211501121521,0.4664824903011322,-0.0288968738168478,0.4459823966026306,0.46872979402542114,-0.13505834341049194,0.5704785585403442,0.5705728530883789,-0.13613756000995636,0.4732728898525238,0.559202253818512,-0.218415766954422
23,0.5549587607383728,0.36153796315193176,-0.10239619016647339,0.45485949516296387,0.35953664779663086,-0.16146180033683777,0.569892168045044,0.465223491191864,-0.03261176496744156,0.4448723793029785,0.4686070680618286,-0.12274356931447983,0.5696521401405334,0.5701609253883362,-0.13604681193828583,0.4702870845794678,0.5594043135643005,-0.2075282782316208
24,0.5536339282989502,0.3611893653869629,-0.08505035936832428,0.4536685049533844,0.35957515239715576,-0.127690389752388,0.5684981942176819,0.46468839049339294,-0.024853337556123734,0.4443255364894867,0.4674859344959259,-0.09290780127048492,0.5696312189102173,0.5699604749679565,-0.13729356229305267,0.46856769919395447,0.5592538714408875,-0.17806090414524078
25,0.5528944730758667,0.36118608713150024,-0.09180702269077301,0.4533422887325287,0.3595748245716095,-0.13162806630134583,0.5673288106918335,0.46498262882232666,-0.029726415872573853,0.44312745332717896,0.46728286147117615,-0.0975516214966774,0.5691223740577698,0.5700080990791321,-0.13699503242969513,0.46661576628685,0.5588991045951843,-0.18354476988315582
26,0.5523814558982849,0.36080169677734375,-0.08555915206670761,0.45333045721054077,0.35952505469322205,-0.13350091874599457,0.5667674541473389,0.46292775869369507,-0.016691744327545166,0.44201070070266724,0.4659888446331024,-0.09903592616319656,0.5689546465873718,0.5690158605575562,-0.11856433004140854,0.4641494154930115,0.5587643980979919,-0.1838766634464264
27,0.5523074269294739,0.3606799840927124,-0.08203528821468353,0.45305734872817993,0.35986724495887756,-0.13753491640090942,0.5663886070251465,0.4621082544326782,-0.016802653670310974,0.44162455201148987,0.466315895318985,-0.10213696956634521,0.5684329867362976,0.5682252645492554,-0.12264992296695709,0.46394863724708557,0.5593242645263672,-0.19071246683597565
28,0.5526503324508667,0.3611825108528137,-0.13316942751407623,0.45304736495018005,0.3607633709907532,-0.1724431812763214,0.5664677619934082,0.46421942114830017,-0.06737478077411652,0.4417639672756195,0.4680955111980438,-0.13509979844093323,0.5702311992645264,0.5685041546821594,-0.168745219707489,0.46086883544921875,0.5618897080421448,-0.21982701122760773
29,0.5529019832611084,0.361312597990036,-0.12181093543767929,0.4532186985015869,0.3612010180950165,-0.1666455864906311,0.5667001008987427,0.46432021260261536,-0.05761679261922836,0.44187355041503906,0.4689110219478607,-0.1321331411600113,0.5706567764282227,0.5683668255805969,-0.16191649436950684,0.460297167301178,0.5657499432563782,-0.2162764072418213
30,0.5532434582710266,0.3611816465854645,-0.1017611175775528,0.45330992341041565,0.3612114489078522,-0.15907829999923706,0.5674540400505066,0.46433812379837036,-0.035851724445819855,0.4419887959957123,0.469044029712677,-0.12754908204078674,0.5739060044288635,0.5682957172393799,-0.14267858862876892,0.4583541750907898,0.5682926774024963,-0.21106307208538055
31,0.554149866104126,0.3610832095146179,-0.07241015136241913,0.45439034700393677,0.3612605035305023,-0.11565319448709488,0.5702880024909973,0.4643844962120056,-0.01236156839877367,0.44212302565574646,0.46902787685394287,-0.08534540235996246,0.5798495411872864,0.5682822465896606,-0.11535187065601349,0.455767959356308,0.5676256418228149,-0.1668177843093872
32,0.5573241114616394,0.3610805869102478,-0.06607204675674438,0.4571172595024109,0.3612764775753021,-0.10764606297016144,0.5768138766288757,0.4604938328266144,-0.00803709588944912,0.446690171957016,0.46896088123321533,-0.07246191054582596,0.5897544622421265,0.5600531101226807,-0.11727137863636017,0.4567781388759613,0.5672461986541748,-0.15915365517139435
33,0.5578726530075073,0.3610137403011322,-0.049297869205474854,0.45779046416282654,0.36129385232925415,-0.1146848201751709,0.581215500831604,0.45682960748672485,0.01600874587893486,0.44695353507995605,0.46876558661460876,-0.08258097618818283,0.6031214594841003,0.5491836667060852,-0.0991891399025917,0.45597872138023376,0.5656087398529053,-0.16817538440227509
34,0.5581531524658203,0.3610137701034546,-0.05605730414390564,0.4580003619194031,0.361669659614563,-0.11243392527103424,0.5833237767219543,0.45649483799934387,0.005935913883149624,0.4472444951534271,0.46898728609085083,-0.0818912535905838,0.6097928881645203,0.5460718274116516,-0.10546193271875381,0.45662254095077515,0.5654127597808838,-0.16629762947559357
35,0.5576795339584351,0.36112847924232483,-0.06329238414764404,0.4579757750034332,0.3617716133594513,-0.1257774382829666,0.5906347036361694,0.4562090337276459,-0.002111783716827631,0.44667404890060425,0.46905264258384705,-0.09597761929035187,0.6329522132873535,0.5322941541671753,-0.1065170168876648,0.456242173910141,0.5653584599494934,-0.18335585296154022
36,0.5572617650032043,0.36113059520721436,-0.06532098352909088,0.45759472250938416,0.3622220456600189,-0.12678945064544678,0.595534086227417,0.45235389471054077,-0.0028234643395990133,0.44565024971961975,0.4689321517944336,-0.09657730907201767,0.6422617435455322,0.521637499332428,-0.1125885397195816,0.4544493556022644,0.5645986199378967,-0.18346139788627625
37,0.5565633773803711,0.3611580729484558,-0.08341214060783386,0.45752519369125366,0.3627229630947113,-0.13807626068592072,0.5954254865646362,0.4529516100883484,-0.01785207912325859,0.4443073272705078,0.46877050399780273,-0.10209786891937256,0.6373883485794067,0.5279679298400879,-0.13287284970283508,0.4531729221343994,0.5645774006843567,-0.18987047672271729
38,0.5563510060310364,0.36117449402809143,-0.08153290301561356,0.4571407437324524,0.36302369832992554,-0.13742363452911377,0.594508945941925,0.4540972113609314,-0.010184417478740215,0.4439069628715515,0.4687746465206146,-0.1018151044845581,0.6258732080459595,0.5377514362335205,-0.1218612939119339,0.4530254900455475,0.5650097727775574,-0.18746399879455566
39,0.5563644170761108,0.361188143491745,-0.07809848338365555,0.45704126358032227,0.36311885714530945,-0.12195422500371933,0.5830332040786743,0.4553847312927246,-0.007572195027023554,0.44391345977783203,0.4687759578227997,-0.0836506262421608,0.6026758551597595,0.5511664748191833,-0.11113288253545761,0.45340195298194885,0.5649754405021667,-0.1668710559606552
40,0.5563527345657349,0.36122027039527893,-0.07803960144519806,0.45701533555984497,0.3631429970264435,-0.11870840936899185,0.5760947465896606,0.45665401220321655,-0.007967264391481876,0.44399094581604004,0.4688396155834198,-0.08063160628080368,0.5917713046073914,0.5581657886505127,-0.11380523443222046,0.45348531007766724,0.5649452209472656,-0.16550256311893463
41,0.5563381314277649,0.36187368631362915,-0.0827985405921936,0.45688313245773315,0.36316633224487305,-0.12977544963359833,0.5698249340057373,0.46645471453666687,-0.01593109406530857,0.4439976215362549,0.46914589405059814,-0.0922943577170372,0.5752957463264465,0.5695051550865173,-0.12278036773204803,0.45367175340652466,0.5650039911270142,-0.17352810502052307
42,0.5563994646072388,0.362201064825058,-0.08403841406106949,0.45689520239830017,0.36306053400039673,-0.1311955749988556,0.568013072013855,0.46951135993003845,-0.023805145174264908,0.444021075963974,0.4692663252353668,-0.09645111858844757,0.5705190896987915,0.5748411417007446,-0.14135590195655823,0.4537414610385895,0.5656989216804504,-0.18220041692256927
43,0.5567865371704102,0.36224547028541565,-0.06835702806711197,0.45692554116249084,0.362396240234375,-0.09795117378234863,0.5675382614135742,0.46884387731552124,-0.016225147992372513,0.4439926743507385,0.468733012676239,-0.06360425800085068,0.5642484426498413,0.5745410919189453,-0.14068056643009186,0.4538488984107971,0.5657615661621094,-0.16149690747261047
44,0.5571519732475281,0.36224886775016785,-0.07021693885326385,0.45696917176246643,0.3622228503227234,-0.10270432382822037,0.5681754350662231,0.4688149392604828,-0.02601846121251583,0.44425153732299805,0.4684806764125824,-0.06984199583530426,0.5628965497016907,0.5746370553970337,-0.1522541642189026,0.4538635313510895,0.5652846693992615,-0.16479715704917908
45,0.5575791597366333,0.36221954226493835,-0.08778515458106995,0.45696014165878296,0.36213043332099915,-0.10550900548696518,0.5686995387077332,0.46881693601608276,-0.04131274297833443,0.44432488083839417,0.4684782028198242,-0.07011203467845917,0.5642033815383911,0.5741525292396545,-0.1594076007604599,0.45387300848960876,0.5655297040939331,-0.1716994345188141
46,0.5576871037483215,0.3621905744075775,-0.06594806909561157,0.45704108476638794,0.3620907962322235,-0.09785101562738419,0.5690398812294006,0.4681110978126526,-0.02739330753684044,0.4444980025291443,0.4684801697731018,-0.06724884361028671,0.5675865411758423,0.5730122923851013,-0.1512528359889984,0.4540373384952545,0.5656260251998901,-0.16190379858016968
47,0.557691216468811,0.3621648848056793,-0.06832633167505264,0.4570409655570984,0.3621083199977875,-0.10379022359848022,0.5692633986473083,0.46800994873046875,-0.02647908590734005,0.44446197152137756,0.46862947940826416,-0.0748501792550087,0.568294107913971,0.5717496871948242,-0.1495654135942459,0.4540587365627289,0.5661989450454712,-0.17115876078605652
48,0.5578032732009888,0.36212974786758423,-0.0682930126786232,0.4570508599281311,0.36202776432037354,-0.10700855404138565,0.5695059895515442,0.4679206311702728,-0.02768724225461483,0.4445815682411194,0.4690532982349396,-0.0767911970615387,0.5690992474555969,0.5716123580932617,-0.15889009833335876,0.45408493280410767,0.5669259428977966,-0.17065057158470154
49,0.5578051209449768,0.3618420362472534,-0.07222224026918411,0.4569988250732422,0.3620316684246063,-0.11134835332632065,0.5695322751998901,0.46737948060035706,-0.0273066945374012,0.44458144903182983,0.46921008825302124,-0.08072181046009064,0.5690349340438843,0.571060299873352,-0.15477003157138824,0.45434895157814026,0.5670855045318604,-0.1708013415336609
50,0.5578210949897766,0.36170855164527893,-0.07432224601507187,0.45688995718955994,0.3622533977031708,-0.11193810403347015,0.5695571303367615,0.46651777625083923,-0.033048611134290695,0.4446013867855072,0.46950775384902954,-0.08089666068553925,0.5688501596450806,0.5700770020484924,-0.1621702015399933,0.4543864130973816,0.5675567984580994,-0.17082913219928741
51,0.5578168630599976,0.3614531457424164,-0.06347408890724182,0.45693308115005493,0.36210253834724426,-0.09783574193716049,0.5694783926010132,0.4661948084831238,-0.013108435086905956,0.4446036219596863,0.4695025384426117,-0.06428264081478119,0.5687495470046997,0.568556010723114,-0.138853520154953,0.4544123709201813,0.5674848556518555,-0.16188457608222961
52,0.5579465627670288,0.3611077666282654,-0.0653906911611557,0.45708122849464417,0.3620854318141937,-0.08787526190280914,0.5695022344589233,0.46531105041503906,-0.02230146899819374,0.4445931017398834,0.46944016218185425,-0.056480132043361664,0.5683266520500183,0.5682151317596436,-0.14857830107212067,0.4544370174407959,0.5673406720161438,-0.1500345766544342
53,0.5580797791481018,0.3610597252845764,-0.05998725816607475,0.4570925235748291,0.3620624244213104,-0.09027700126171112,0.5695394277572632,0.46526843309402466,-0.019324008375406265,0.4446016252040863,0.4693613350391388,-0.06067832186818123,0.5681864619255066,0.5681620836257935,-0.14696930348873138,0.4544500708580017,0.5673213601112366,-0.15329787135124207
54,0.5580698251724243,0.3610058128833771,-0.07570362091064453,0.4570898115634918,0.36211881041526794,-0.09048573672771454,0.5695770978927612,0.46522775292396545,-0.03477150574326515,0.4446214735507965,0.46959957480430603,-0.06396657228469849,0.5683587789535522,0.5681413412094116,-0.158335343003273,0.4544702172279358,0.5673589110374451,-0.15585541725158691
55,0.5580641031265259,0.3606887459754944,-0.07835859060287476,0.4570889472961426,0.36211973428726196,-0.09408343583345413,0.5696375370025635,0.46526914834976196,-0.03529863432049751,0.4446222186088562,0.46964794397354126,-0.06887537986040115,0.5679280161857605,0.5686341524124146,-0.15636880695819855,0.45448827743530273,0.5671916604042053,-0.16191990673542023
56,0.5584069490432739,0.3606756329536438,-0.09497345983982086,0.4574986398220062,0.3618278205394745,-0.1315266638994217,0.5692300200462341,0.46638795733451843,-0.04798688367009163,0.44542741775512695,0.46931952238082886,-0.11093268543481827,0.5679757595062256,0.5695065259933472,-0.17586801946163177,0.4558691084384918,0.5671581029891968,-0.2170570194721222
57,0.5586872100830078,0.3606942296028137,-0.08944736421108246,0.4578944742679596,0.3615720570087433,-0.13910910487174988,0.5694540739059448,0.4684678912162781,-0.04348534345626831,0.44601741433143616,0.4690949618816376,-0.12759239971637726,0.5680937170982361,0.5703737139701843,-0.1684718281030655,0.4567562937736511,0.5670557022094727,-0.22134654223918915
58,0.5593084096908569,0.3607732951641083,-0.09155332297086716,0.4582805037498474,0.3614283800125122,-0.13101550936698914,0.5691243410110474,0.4692239761352539,-0.05004129931330681,0.4462873041629791,0.46905893087387085,-0.11321208626031876,0.5676817297935486,0.5724825263023376,-0.16888132691383362,0.45705991983413696,0.5676008462905884,-0.21018338203430176
59,0.5606008768081665,0.36081770062446594,-0.10457758605480194,0.4584639072418213,0.3613375723361969,-0.14895100891590118,0.5691569447517395,0.46912530064582825,-0.05774218961596489,0.44647306203842163,0.469030499458313,-0.13113868236541748,0.5677468180656433,0.5722875595092773,-0.16922304034233093,0.45755618810653687,0.5675135850906372,-0.22041670978069305
60,0.5610650777816772,0.3608563542366028,-0.10701204836368561,0.4586448669433594,0.3610890805721283,-0.14977148175239563,0.5690582394599915,0.46900326013565063,-0.06106821820139885,0.44668540358543396,0.4688180983066559,-0.12960542738437653,0.5673407912254333,0.5722163915634155,-0.16943155229091644,0.4577554166316986,0.566898763179779,-0.21439030766487122
61,0.5613306760787964,0.36094197630882263,-0.10357537120580673,0.4588085114955902,0.3610859513282776,-0.14329653978347778,0.5691161155700684,0.46897804737091064,-0.05628775432705879,0.44701719284057617,0.4688057601451874,-0.12259414047002792,0.5671795606613159,0.5711918473243713,-0.16920049488544464,0.4578102231025696,0.5667919516563416,-0.2098851501941681
62,0.5616170167922974,0.3611294627189636,-0.11049757897853851,0.45879071950912476,0.3611532747745514,-0.14993511140346527,0.5690242648124695,0.4689854085445404,-0.06856567412614822,0.4475075602531433,0.4697560667991638,-0.12586362659931183,0.5667697191238403,0.5710799098014832,-0.18119356036186218,0.45821771025657654,0.5667958855628967,-0.20857246220111847
63,0.5618069171905518,0.36118367314338684,-0.12649811804294586,0.4588475227355957,0.36103636026382446,-0.15891215205192566,0.5692754983901978,0.46895262598991394,-0.0788121446967125,0.44755905866622925,0.4691252112388611,-0.13423757255077362,0.5667479038238525,0.5693683624267578,-0.18135224282741547,0.4582590162754059,0.566470742225647,-0.2217400074005127
64,0.5620236396789551,0.36151936650276184,-0.12989109754562378,0.4588872492313385,0.3612666726112366,-0.15602406859397888,0.5696806907653809,0.4702862799167633,-0.08804628998041153,0.4479425847530365,0.4695160686969757,-0.11883240938186646,0.5666794180870056,0.5690444111824036,-0.1901782602071762,0.4578516483306885,0.5667584538459778,-0.2024838626384735
65,0.5618646740913391,0.36150074005126953,-0.1224740743637085,0.4587523937225342,0.3612302839756012,-0.13606736063957214,0.5696860551834106,0.47019675374031067,-0.08216626942157745,0.447551429271698,0.4694780111312866,-0.10205359756946564,0.5665892362594604,0.5688048601150513,-0.1913069784641266,0.45782798528671265,0.5664969682693481,-0.195138618350029
66,0.561712384223938,0.3614735007286072,-0.11651195585727692,0.4585564136505127,0.3612270653247833,-0.1182476058602333,0.5693525671958923,0.47000694274902344,-0.07808208465576172,0.44710493087768555,0.4694000482559204,-0.08756400644779205,0.5659230351448059,0.5688216686248779,-0.19911842048168182,0.45780253410339355,0.5664942860603333,-0.1808951497077942
67,0.5607150793075562,0.361438125371933,-0.14276012778282166,0.4578973352909088,0.3613668382167816,-0.13622109591960907,0.5693608522415161,0.47055235505104065,-0.1007956862449646,0.44709914922714233,0.46951088309288025,-0.09381669759750366,0.5654371380805969,0.56929612159729,-0.22054240107536316,0.45759233832359314,0.5667626857757568,-0.18356062471866608
68,0.5602891445159912,0.3613908588886261,-0.13280406594276428,0.4578133225440979,0.3613664209842682,-0.1399027407169342,0.5694869160652161,0.47050926089286804,-0.09103100001811981,0.4469354748725891,0.4695076644420624,-0.1007707267999649,0.5656154751777649,0.5701681971549988,-0.21713033318519592,0.4573043882846832,0.5667946338653564,-0.20564143359661102
69,0.5602887868881226,0.3614640533924103,-0.13865455985069275,0.4577978551387787,0.36145809292793274,-0.13640083372592926,0.5697253942489624,0.47052133083343506,-0.10365204513072968,0.44717198610305786,0.46959763765335083,-0.09337522089481354,0.5661898851394653,0.5702589750289917,-0.2382322996854782,0.4573015570640564,0.5668804049491882,-0.20533661544322968
70,0.5603984594345093,0.36146074533462524,-0.1416555494070053,0.4578297734260559,0.36180317401885986,-0.1333409547805786,0.5702325105667114,0.4705091416835785,-0.10910125076770782,0.44742637872695923,0.4697738289833069,-0.09221073985099792,0.566562831401825,0.5704482197761536,-0.23968522250652313,0.45727038383483887,0.5669286251068115,-0.20471611618995667
71,0.5608595609664917,0.36158180236816406,-0.1412804275751114,0.458010196685791,0.3617957830429077,-0.13313734531402588,0.570472240447998,0.470244437456131,-0.11378329992294312,0.4481084942817688,0.470346599817276,-0.0926901251077652,0.5670329332351685,0.570458710193634,-0.25528591871261597,0.4576587677001953,0.5676817297935486,-0.20386353135108948
72,0.5610799789428711,0.36171308159828186,-0.15243569016456604,0.4581238329410553,0.3617733120918274,-0.140184685587883,0.5712772011756897,0.4702245891094208,-0.12616609036922455,0.448253333568573,0.4703235328197479,-0.09339260309934616,0.5683911442756653,0.5703571438789368,-0.27278003096580505,0.4575526714324951,0.5676923990249634,-0.20821651816368103
73,0.5610824227333069,0.3617163896560669,-0.1470756232738495,0.45829853415489197,0.3617083430290222,-0.13812655210494995,0.5713574290275574,0.47003373503685,-0.11682921648025513,0.44842225313186646,0.4705354869365692,-0.09366732090711594,0.5686261057853699,0.570381224155426,-0.25357678532600403,0.4576677680015564,0.5678060054779053,-0.2069837599992752
74,0.5618070960044861,0.361721396446228,-0.1454307585954666,0.4585059583187103,0.3616081774234772,-0.13086572289466858,0.5714369416236877,0.46978604793548584,-0.11710798740386963,0.4484833776950836,0.47049084305763245,-0.08796967566013336,0.5683492422103882,0.5706642866134644,-0.2518185079097748,0.4576113224029541,0.567572832107544,-0.20016832649707794
75,0.5622687935829163,0.3617362678050995,-0.14414933323860168,0.458649218082428,0.36154600977897644,-0.1269666850566864,0.5715081095695496,0.4696239233016968,-0.11518353223800659,0.4485478401184082,0.47047555446624756,-0.08544857800006866,0.5681343078613281,0.570882260799408,-0.2481670379638672,0.4575835168361664,0.5674381852149963,-0.19746951758861542
76,0.5624595880508423,0.3619120717048645,-0.14352838695049286,0.4590141773223877,0.3612169623374939,-0.11860044300556183,0.5715118646621704,0.4696076214313507,-0.11842787265777588,0.44855886697769165,0.469248503446579,-0.07494111359119415,0.5681291222572327,0.5708780884742737,-0.25101619958877563,0.45759281516075134,0.5668267607688904,-0.18347814679145813
77,0.5626311898231506,0.36198505759239197,-0.16397567093372345,0.45905986428260803,0.36123329401016235,-0.13694395124912262,0.5715518593788147,0.46992141008377075,-0.14237473905086517,0.44854816794395447,0.46925315260887146,-0.0917883962392807,0.5678859353065491,0.5719728469848633,-0.27364611625671387,0.457610547542572,0.5671803951263428,-0.19464623928070068
78,0.5626622438430786,0.3623441457748413,-0.126682311296463,0.4590608477592468,0.3612438440322876,-0.10725457966327667,0.5715326070785522,0.46998608112335205,-0.11081267893314362,0.448574960231781,0.4692562222480774,-0.0693504735827446,0.5677512884140015,0.5722224712371826,-0.25123822689056396,0.457608699798584,0.5671852827072144,-0.17567914724349976
79,0.5626590251922607,0.36236831545829773,-0.12930741906166077,0.4589652121067047,0.36125028133392334,-0.13034361600875854,0.5715323686599731,0.4699975252151489,-0.0994633287191391,0.4485109746456146,0.4693364202976227,-0.09997817128896713,0.5678085088729858,0.5724120736122131,-0.23222851753234863,0.45744842290878296,0.5671527981758118,-0.20040087401866913
80,0.5616579055786133,0.3623588979244232,-0.11881061643362045,0.4589053690433502,0.36126863956451416,-0.1301661729812622,0.5713871717453003,0.46999385952949524,-0.08071037381887436,0.44822239875793457,0.46927082538604736,-0.09958164393901825,0.5679882168769836,0.5719003081321716,-0.21516481041908264,0.4571128487586975,0.5670376420021057,-0.20561544597148895
