frame,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_23,y_23,x_24,y_24
0,0.8500723838806152,0.9931802749633789,0.2744347155094147,0.9269384741783142,0.948601245880127,1.341709852218628,0.22565416991710663,1.3335604667663574,0.8833246231079102,1.5535115003585815,0.26934823393821716,1.4359806776046753,0.7260661721229553,1.8344509601593018,0.3802042305469513,1.8314651250839233
1,0.8498152494430542,0.9805733561515808,0.27456897497177124,0.9382482171058655,0.984344482421875,1.3393261432647705,0.22606387734413147,1.3590062856674194,0.8589485287666321,1.1617999076843262,0.3158235549926758,1.1362264156341553,0.7314468622207642,1.8302149772644043,0.3883453607559204,1.8185418844223022
2,0.8497823476791382,0.9745932221412659,0.27662667632102966,0.9437152147293091,0.999770998954773,1.3248223066329956,0.22885794937610626,1.3643323183059692,0.8520380258560181,1.0912660360336304,0.3334220349788666,1.1116478443145752,0.7383643388748169,1.8302464485168457,0.39602363109588623,1.8177069425582886
3,0.849518895149231,0.9705183506011963,0.2768588662147522,0.9453153014183044,0.9983736276626587,1.3056714534759521,0.23027841746807098,1.3674511909484863,0.8399113416671753,1.0741002559661865,0.34441620111465454,1.057358980178833,0.7391487956047058,1.8303316831588745,0.3989773392677307,1.812735915184021
4,0.8498848676681519,0.9701558351516724,0.2786780297756195,0.9466961026191711,1.0030698776245117,1.295272946357727,0.22969083487987518,1.366909146308899,0.8409967422485352,1.047669768333435,0.33652135729789734,1.0413371324539185,0.7403916120529175,1.8431719541549683,0.40346020460128784,1.8130958080291748
5,0.8498587608337402,0.9684954285621643,0.2820562422275543,0.9470041990280151,0.9453522562980652,1.241162896156311,0.2428250014781952,1.3383464813232422,0.7486924529075623,0.9434767365455627,0.3656659722328186,0.9045956134796143,0.7383910417556763,1.8430588245391846,0.4146903455257416,1.8068498373031616
6,0.8498774766921997,0.9668517708778381,0.28843194246292114,0.9465742111206055,0.947079062461853,1.2310594320297241,0.24299485981464386,1.3081042766571045,0.7669644355773926,0.9603316187858582,0.3721533715724945,0.8875249624252319,0.7386611700057983,1.842849612236023,0.4154875874519348,1.8032679557800293
7,0.8501139879226685,0.9670141339302063,0.2903487980365753,0.9463844299316406,0.9484039545059204,1.2335493564605713,0.24400818347930908,1.2956821918487549,0.7539483308792114,0.9502366185188293,0.3702643811702728,0.8909891247749329,0.7386361360549927,1.8453373908996582,0.42037686705589294,1.7978233098983765
8,0.8503127098083496,0.9672399163246155,0.2922131419181824,0.9459956288337708,0.9533068537712097,1.2407584190368652,0.2439400851726532,1.2865396738052368,0.7693111896514893,0.9653040766716003,0.36369386315345764,0.8912174701690674,0.7385938167572021,1.847393274307251,0.4214532971382141,1.795669674873352
9,0.8504737019538879,0.9673986434936523,0.29229074716567993,0.9458461403846741,0.9537342190742493,1.2278378009796143,0.24437923729419708,1.2807985544204712,0.7744523882865906,0.9569778442382812,0.36084848642349243,0.9223780035972595,0.7380647659301758,1.848240613937378,0.42555323243141174,1.7958208322525024
10,0.8498838543891907,0.9675435423851013,0.2940217852592468,0.9452927708625793,0.9619614481925964,1.22268807888031,0.24385228753089905,1.267613172531128,0.7782391309738159,0.9681441783905029,0.3538103699684143,0.9171411991119385,0.737972617149353,1.8509935140609741,0.42546263337135315,1.7968755960464478
11,0.849696159362793,0.9688360095024109,0.2969180941581726,0.9413149952888489,0.9597494006156921,1.2277814149856567,0.2437087595462799,1.2563401460647583,0.7782572507858276,0.9701465964317322,0.3387066721916199,0.9373750686645508,0.7376464605331421,1.8524376153945923,0.42666879296302795,1.7943992614746094
12,0.849826455116272,0.9708665609359741,0.2967609465122223,0.9416811466217041,0.9653512835502625,1.2248116731643677,0.2485697716474533,1.260941743850708,0.8024994134902954,0.9886983036994934,0.33163994550704956,0.9399800896644592,0.7349374890327454,1.8512420654296875,0.4268948435783386,1.7947231531143188
13,0.8486782908439636,0.9710132479667664,0.29681357741355896,0.9408769011497498,0.9519767761230469,1.2301957607269287,0.2476554811000824,1.2647864818572998,0.7615360021591187,0.971039891242981,0.3355395197868347,0.9345874786376953,0.7349110245704651,1.85112726688385,0.42671042680740356,1.7949813604354858
14,0.8466375470161438,0.9716810584068298,0.2958500385284424,0.9408864974975586,0.9613083600997925,1.250882625579834,0.23912446200847626,1.2755557298660278,0.7668400406837463,0.9899164438247681,0.33356600999832153,0.9456264972686768,0.7356204390525818,1.8539873361587524,0.4196844696998596,1.8059173822402954
15,0.8466359376907349,0.9721450209617615,0.2959226071834564,0.9408657550811768,0.9661468267440796,1.2511112689971924,0.23841455578804016,1.276700735092163,0.7688376903533936,0.9954569935798645,0.3373103737831116,0.9200651049613953,0.7365365624427795,1.8639276027679443,0.41907113790512085,1.8155654668807983
16,0.8463318943977356,0.9715577960014343,0.2953629195690155,0.9405685067176819,0.9666004180908203,1.2416478395462036,0.23564715683460236,1.275427222251892,0.7808425426483154,0.979640007019043,0.3376831114292145,0.9219223260879517,0.7347553968429565,1.8553402423858643,0.4161868095397949,1.8108737468719482
17,0.8457962274551392,0.9710264801979065,0.2939971685409546,0.9418541789054871,0.9684915542602539,1.237140417098999,0.2333819568157196,1.2759588956832886,0.781232476234436,0.982064962387085,0.3412812352180481,0.907161295413971,0.7347315549850464,1.85554039478302,0.4126749038696289,1.8133912086486816
18,0.8462355732917786,0.9717134237289429,0.29266953468322754,0.9444517493247986,0.968509316444397,1.239258050918579,0.2310228794813156,1.2870349884033203,0.7822946906089783,0.9819937348365784,0.34024664759635925,0.9157338738441467,0.7360227704048157,1.8611817359924316,0.41205310821533203,1.8246692419052124
