frame,x_0,y_0,z_0,visibility_0,x_1,y_1,z_1,visibility_1,x_2,y_2,z_2,visibility_2,x_3,y_3,z_3,visibility_3,x_4,y_4,z_4,visibility_4,x_5,y_5,z_5,visibility_5,x_6,y_6,z_6,visibility_6,x_7,y_7,z_7,visibility_7,x_8,y_8,z_8,visibility_8,x_9,y_9,z_9,visibility_9,x_10,y_10,z_10,visibility_10,x_11,y_11,z_11,visibility_11,x_12,y_12,z_12,visibility_12,x_13,y_13,z_13,visibility_13,x_14,y_14,z_14,visibility_14,x_15,y_15,z_15,visibility_15,x_16,y_16,z_16,visibility_16,x_17,y_17,z_17,visibility_17,x_18,y_18,z_18,visibility_18,x_19,y_19,z_19,visibility_19,x_20,y_20,z_20,visibility_20,x_21,y_21,z_21,visibility_21,x_22,y_22,z_22,visibility_22,x_23,y_23,z_23,visibility_23,x_24,y_24,z_24,visibility_24,x_25,y_25,z_25,visibility_25,x_26,y_26,z_26,visibility_26,x_27,y_27,z_27,visibility_27,x_28,y_28,z_28,visibility_28,x_29,y_29,z_29,visibility_29,x_30,y_30,z_30,visibility_30,x_31,y_31,z_31,visibility_31,x_32,y_32,z_32,visibility_32
0,0.4839775860309601,0.2755298316478729,-0.283675879240036,0.9999757409095764,0.4849461615085602,0.267726331949234,-0.262827605009079,0.9999580979347229,0.4870283007621765,0.26786938309669495,-0.26286518573760986,0.9999656677246094,0.4889131188392639,0.26804035902023315,-0.26287007331848145,0.9999528527259827,0.4768824279308319,0.267997145652771,-0.2730224132537842,0.9999599456787109,0.4728330373764038,0.26847386360168457,-0.2730380892753601,0.9999675750732422,0.4686509072780609,0.26908746361732483,-0.2730814516544342,0.9999551177024841,0.4859321415424347,0.27248889207839966,-0.1413186639547348,0.9999576807022095,0.45802587270736694,0.2749241590499878,-0.1900249421596527,0.999954879283905,0.4864417612552643,0.28531914949417114,-0.23827804625034332,0.9999731183052063,0.47687703371047974,0.28732436895370483,-0.2524145543575287,0.9999736547470093,0.5050339102745056,0.33717429637908936,-0.0614999458193779,0.9999715685844421,0.4210914075374603,0.3383914828300476,-0.1399199366569519,0.9999099969863892,0.5153225660324097,0.40850764513015747,-0.00955334771424532,0.9961728453636169,0.3996523916721344,0.41261720657348633,-0.11526065319776535,0.9754542112350464,0.5331393480300903,0.47672325372695923,-0.1251523494720459,0.9547349810600281,0.3926998972892761,0.48026934266090393,-0.1908254474401474,0.7344294786453247,0.5399155020713806,0.4964923858642578,-0.15761740505695343,0.8963916301727295,0.3861794173717499,0.4994763135910034,-0.22455087304115295,0.617152988910675,0.5375803112983704,0.4976736009120941,-0.19759494066238403,0.8881120085716248,0.3942131996154785,0.4988762140274048,-0.2589432895183563,0.6005998849868774,0.534490168094635,0.4912163019180298,-0.14474648237228394,0.8391090631484985,0.3982425332069397,0.4924989938735962,-0.2062608152627945,0.5490121245384216,0.4939683675765991,0.4790942072868347,0.03519459068775177,0.9998345971107483,0.441109299659729,0.48250287771224976,-0.035312436521053314,0.9997088313102722,0.49656879901885986,0.582635760307312,0.07272826135158539,0.9974120259284973,0.43802011013031006,0.5863111019134521,-0.033156514167785645,0.9966301918029785,0.4949011206626892,0.6747432351112366,0.27694618701934814,0.9966945648193359,0.4393494427204132,0.6816485524177551,0.13694491982460022,0.9950302243232727,0.4904729425907135,0.691343367099762,0.28990551829338074,0.9910807609558105,0.43943965435028076,0.6954659223556519,0.14599087834358215,0.9811869859695435,0.5217084884643555,0.7046785950660706,0.17072780430316925,0.9542262554168701,0.4569830894470215,0.7156669497489929,0.006851891987025738,0.9277548789978027
1,0.4771497845649719,0.2775392234325409,-0.28992414474487305,0.999976634979248,0.4788516163825989,0.26959851384162903,-0.269870787858963,0.9999579191207886,0.48152655363082886,0.26996907591819763,-0.2698926031589508,0.999964714050293,0.48395222425460815,0.27035000920295715,-0.26989254355430603,0.9999526143074036,0.4702702462673187,0.26950955390930176,-0.2811834216117859,0.9999596476554871,0.4665677547454834,0.2698836326599121,-0.2812241315841675,0.9999667406082153,0.46249982714653015,0.27038830518722534,-0.28125831484794617,0.9999546408653259,0.48331254720687866,0.27570676803588867,-0.1509367823600769,0.9999490976333618,0.4530520737171173,0.2766859233379364,-0.2050814926624298,0.9999533295631409,0.48191019892692566,0.2872992753982544,-0.245347797870636,0.9999739527702332,0.47071123123168945,0.2883778512477875,-0.260954350233078,0.99997478723526,0.509600043296814,0.34212011098861694,-0.05104242265224457,0.9999697208404541,0.4168414771556854,0.34252989292144775,-0.1678299754858017,0.9999167919158936,0.5194119215011597,0.4145955741405487,0.014156024903059006,0.9928128719329834,0.3945566415786743,0.414249986410141,-0.15339963138103485,0.977493405342102,0.5387932062149048,0.4805137515068054,-0.08822150528430939,0.9563970565795898,0.387577086687088,0.48325657844543457,-0.2228766828775406,0.7599195837974548,0.5461452007293701,0.5001905560493469,-0.11129173636436462,0.9007635116577148,0.38287362456321716,0.5034551620483398,-0.2553895115852356,0.6529968976974487,0.5434812903404236,0.5015320777893066,-0.14645877480506897,0.8939618468284607,0.3890780508518219,0.5036565661430359,-0.28257524967193604,0.6381654739379883,0.5397499203681946,0.495047390460968,-0.1038070023059845,0.8492765426635742,0.39203116297721863,0.4960921108722687,-0.23495306074619293,0.5909556746482849,0.49058860540390015,0.4834322929382324,0.04668056592345238,0.9998257756233215,0.4360021948814392,0.4854390025138855,-0.0467805378139019,0.9997196793556213,0.49652376770973206,0.5849278569221497,0.08294978737831116,0.9935447573661804,0.4320891797542572,0.5914531350135803,-0.04386264830827713,0.9963006377220154,0.4993242025375366,0.6779168844223022,0.2601856291294098,0.994566023349762,0.43485593795776367,0.6855369210243225,0.11075901240110397,0.994556188583374,0.4906800389289856,0.692816436290741,0.2710150182247162,0.9839432835578918,0.43426963686943054,0.6963304281234741,0.11875663697719574,0.9675825238227844,0.5232765674591064,0.7089534997940063,0.1651325523853302,0.9562308192253113,0.4491577446460724,0.7197068929672241,-0.01509013306349516,0.9333116412162781
2,0.4771241545677185,0.2796685993671417,-0.32006385922431946,0.9999764561653137,0.4786801040172577,0.271256685256958,-0.30068376660346985,0.9999529123306274,0.48108717799186707,0.271362841129303,-0.30069756507873535,0.9999590516090393,0.48327991366386414,0.271512895822525,-0.3006882071495056,0.999946653842926,0.47006845474243164,0.27142035961151123,-0.309382826089859,0.9999551773071289,0.4662458002567291,0.27170777320861816,-0.309434711933136,0.9999622106552124,0.4622343182563782,0.2723352313041687,-0.3094942271709442,0.9999502301216125,0.4821910262107849,0.2761291265487671,-0.17774531245231628,0.9999271035194397,0.45420005917549133,0.2779616713523865,-0.21949659287929535,0.9999456405639648,0.48131921887397766,0.28936994075775146,-0.27337345480918884,0.9999731183052063,0.46996986865997314,0.29012027382850647,-0.2853962779045105,0.9999746084213257,0.5097088813781738,0.34211018681526184,-0.06310713291168213,0.9999679327011108,0.4149945378303528,0.34315401315689087,-0.16119669377803802,0.9999228715896606,0.5187239646911621,0.41517671942710876,-0.007830080576241016,0.9903455972671509,0.3917739987373352,0.4157249927520752,-0.13198019564151764,0.9792758822441101,0.5389765501022339,0.479900062084198,-0.11079878360033035,0.9573632478713989,0.38437870144844055,0.48384177684783936,-0.20688633620738983,0.7827895283699036,0.546474039554596,0.5007875561714172,-0.13594813644886017,0.9037778377532959,0.3801088035106659,0.5032975673675537,-0.23792114853858948,0.6850671768188477,0.5445818901062012,0.5016615390777588,-0.17579315602779388,0.898474395275116,0.3869936764240265,0.5035116672515869,-0.2702578604221344,0.6718659996986389,0.5402529239654541,0.494819700717926,-0.1296846717596054,0.8576366901397705,0.3911823332309723,0.4962470531463623,-0.2211647927761078,0.6286734342575073,0.48970428109169006,0.4849168360233307,0.03508941829204559,0.9998084306716919,0.4363558888435364,0.48601341247558594,-0.035197339951992035,0.9997215867042542,0.4958394467830658,0.585674524307251,0.05989116430282593,0.9916526675224304,0.4335530996322632,0.5912218689918518,-0.02597416564822197,0.9958806037902832,0.49982118606567383,0.6788532137870789,0.24080005288124084,0.993294358253479,0.4331749677658081,0.6866428852081299,0.14446507394313812,0.9940744042396545,0.4906759262084961,0.6932461857795715,0.2520235776901245,0.977078914642334,0.4339025318622589,0.696368932723999,0.15312591195106506,0.956032395362854,0.5225356817245483,0.7096866965293884,0.1344030648469925,0.9586780071258545,0.45010972023010254,0.7202081084251404,0.022491464391350746,0.938384473323822
3,0.473635733127594,0.2792220115661621,-0.330608993768692,0.9999779462814331,0.47584959864616394,0.27097517251968384,-0.31087130308151245,0.9999542236328125,0.47809574007987976,0.2710177004337311,-0.3108840882778168,0.9999598264694214,0.4800914525985718,0.2711442708969116,-0.3108659088611603,0.9999480843544006,0.4661669135093689,0.27118000388145447,-0.3163117468357086,0.9999562501907349,0.46198898553848267,0.27162396907806396,-0.3163616359233856,0.9999628067016602,0.4582078754901886,0.27224117517471313,-0.3164072334766388,0.9999515414237976,0.48072588443756104,0.27581650018692017,-0.18806464970111847,0.9999247789382935,0.45072922110557556,0.27824893593788147,-0.21503354609012604,0.9999455809593201,0.4784005880355835,0.2896186113357544,-0.28446072340011597,0.9999744892120361,0.4660290777683258,0.2903241217136383,-0.29223453998565674,0.9999759793281555,0.5111402869224548,0.34308820962905884,-0.08245115727186203,0.9999685883522034,0.4141367971897125,0.3439635932445526,-0.149306982755661,0.999928891658783,0.520923376083374,0.41561126708984375,-0.02538750134408474,0.9895563125610352,0.39311811327934265,0.4152872860431671,-0.11400041729211807,0.9807592630386353,0.5390607118606567,0.48128223419189453,-0.12996087968349457,0.9597955346107483,0.38465607166290283,0.4852658212184906,-0.1953568458557129,0.8032473921775818,0.5451739430427551,0.5016927719116211,-0.15518730878829956,0.9093464016914368,0.3788214921951294,0.5034813284873962,-0.22582049667835236,0.7136968374252319,0.5437549352645874,0.5026353001594543,-0.1942044198513031,0.9050444960594177,0.38644805550575256,0.504010021686554,-0.2593875825405121,0.7019924521446228,0.5400505065917969,0.4964381456375122,-0.14808927476406097,0.867695689201355,0.39113497734069824,0.4976339042186737,-0.2104574590921402,0.6624329686164856,0.48968133330345154,0.48430731892585754,0.02770475298166275,0.9998028874397278,0.4365873336791992,0.485154390335083,-0.027837613597512245,0.9997309446334839,0.49545130133628845,0.5856489539146423,0.05143027752637863,0.9905314445495605,0.43162667751312256,0.591256320476532,-0.036406081169843674,0.9958072900772095,0.5002965927124023,0.6795874834060669,0.22884076833724976,0.9926992058753967,0.4351036846637726,0.6872522234916687,0.14440864324569702,0.9939682483673096,0.49065151810646057,0.6938832402229309,0.239999920129776,0.9720888137817383,0.4387814998626709,0.696526288986206,0.15431445837020874,0.9485887885093689,0.5226337909698486,0.7095016837120056,0.1195872351527214,0.9614078998565674,0.44784364104270935,0.720687747001648,0.01773962564766407,0.9434388279914856
4,0.472910076379776,0.2796132266521454,-0.3232911229133606,0.9999794363975525,0.47534921765327454,0.27107664942741394,-0.30372700095176697,0.9999563097953796,0.47750458121299744,0.2712108790874481,-0.30373892188072205,0.9999613165855408,0.480012446641922,0.271389901638031,-0.3037148714065552,0.9999502897262573,0.46556854248046875,0.27123576402664185,-0.30887410044670105,0.9999581575393677,0.4613064229488373,0.2716990113258362,-0.3089233636856079,0.99996417760849,0.45737555623054504,0.27234792709350586,-0.308967649936676,0.9999536871910095,0.4811854660511017,0.27630743384361267,-0.18096835911273956,0.9999246597290039,0.44946447014808655,0.278472363948822,-0.20650061964988708,0.9999472498893738,0.4777049422264099,0.2906801998615265,-0.27692678570747375,0.9999759793281555,0.4652193486690521,0.2912781238555908,-0.28436022996902466,0.9999775290489197,0.511563777923584,0.3430745005607605,-0.08206123113632202,0.9999693036079407,0.41449442505836487,0.34332600235939026,-0.1439477503299713,0.9999346733093262,0.5205159187316895,0.4163258671760559,-0.019837144762277603,0.9887762069702148,0.3929409682750702,0.41523119807243347,-0.1119721308350563,0.9821635484695435,0.5389242172241211,0.4807068109512329,-0.12616895139217377,0.9621894955635071,0.38547274470329285,0.4857940673828125,-0.19457538425922394,0.8217319846153259,0.5448921918869019,0.5015800595283508,-0.15188467502593994,0.9148787260055542,0.3804304897785187,0.5039088726043701,-0.2252848595380783,0.7395825386047363,0.5433467030525208,0.5025870203971863,-0.19049572944641113,0.9114043712615967,0.3885546922683716,0.5042284727096558,-0.25821077823638916,0.7292000651359558,0.539777934551239,0.4965642988681793,-0.1440630406141281,0.8772221207618713,0.39249441027641296,0.4981295168399811,-0.20921945571899414,0.692958652973175,0.4895077645778656,0.4833119511604309,0.030357712879776955,0.999799370765686,0.43586617708206177,0.48464253544807434,-0.030486200004816055,0.9997405409812927,0.49546071887016296,0.5847002267837524,0.04930463060736656,0.9894126653671265,0.4308816194534302,0.5909560322761536,-0.03080519288778305,0.9957396388053894,0.5004059672355652,0.6801745891571045,0.22186017036437988,0.9921467304229736,0.43453729152679443,0.6879686117172241,0.13715773820877075,0.9939149618148804,0.49062618613243103,0.6945579051971436,0.23172247409820557,0.9680131077766418,0.4384796619415283,0.697704017162323,0.14594440162181854,0.9422434568405151,0.5229436755180359,0.7099781632423401,0.11278342455625534,0.9638541340827942,0.4466976821422577,0.7204186320304871,0.007069661747664213,0.9480105042457581
5,0.4735727906227112,0.27872636914253235,-0.2975410521030426,0.9999806880950928,0.4755960702896118,0.2703533172607422,-0.2773505747318268,0.9999579191207886,0.4780120849609375,0.27052363753318787,-0.2773713767528534,0.9999623894691467,0.4807317554950714,0.27075642347335815,-0.2773491442203522,0.9999520182609558,0.4665563404560089,0.27037692070007324,-0.2838064134120941,0.9999595284461975,0.4623359441757202,0.2707972824573517,-0.2838403582572937,0.9999650120735168,0.45834919810295105,0.27140673995018005,-0.2838877737522125,0.9999550580978394,0.4813356399536133,0.27606385946273804,-0.15698809921741486,0.9999237656593323,0.4495149850845337,0.27774935960769653,-0.18753892183303833,0.9999480247497559,0.47801828384399414,0.2899794280529022,-0.25190970301628113,0.9999772310256958,0.4662281572818756,0.2904389202594757,-0.26106011867523193,0.9999788403511047,0.5113139748573303,0.3429946005344391,-0.06291471421718597,0.9999701380729675,0.4152405261993408,0.3425177335739136,-0.1333770453929901,0.999939501285553,0.5200722813606262,0.4156056046485901,-0.001734075602144003,0.9880641102790833,0.3936316668987274,0.4147416055202484,-0.1080215647816658,0.9833139181137085,0.5391219854354858,0.47987863421440125,-0.114112988114357,0.964697003364563,0.3866422772407532,0.48483407497406006,-0.19034595787525177,0.8382593393325806,0.545221745967865,0.5014068484306335,-0.1406468003988266,0.9206520318984985,0.3812352120876312,0.5034995079040527,-0.22238823771476746,0.7627782821655273,0.5431312322616577,0.5023483037948608,-0.17936275899410248,0.917831540107727,0.3899317979812622,0.5037214159965515,-0.25502583384513855,0.7535799145698547,0.5399248600006104,0.4961356818675995,-0.131942018866539,0.8866103887557983,0.39369767904281616,0.4976004660129547,-0.20492365956306458,0.7202814221382141,0.4891836643218994,0.48327767848968506,0.03407774865627289,0.999799907207489,0.43534743785858154,0.48518115282058716,-0.03419334441423416,0.9997507333755493,0.49547645449638367,0.5840573906898499,0.052107326686382294,0.9886068105697632,0.4314921200275421,0.5918639898300171,-0.027361640706658363,0.9956828355789185,0.49995550513267517,0.6798776984214783,0.23155367374420166,0.9916715025901794,0.43488609790802,0.6889119744300842,0.13882598280906677,0.9939126372337341,0.49046048521995544,0.694446325302124,0.24206209182739258,0.9649221897125244,0.4383493959903717,0.6984901428222656,0.1474533975124359,0.9365634322166443,0.5235507488250732,0.7094666957855225,0.12239806354045868,0.9660742282867432,0.4473709464073181,0.722162663936615,0.009637555107474327,0.9521620869636536
6,0.47375351190567017,0.2781645357608795,-0.28892895579338074,0.9999817609786987,0.47554805874824524,0.26994961500167847,-0.2677411139011383,0.9999592304229736,0.4780842363834381,0.2701118588447571,-0.2677735388278961,0.9999633431434631,0.48077866435050964,0.2703535258769989,-0.2677558362483978,0.99995356798172,0.46683239936828613,0.269917368888855,-0.2749207615852356,0.9999605417251587,0.46275511384010315,0.27025794982910156,-0.27495983242988586,0.9999656677246094,0.45878902077674866,0.2708267271518707,-0.2750103175640106,0.9999561309814453,0.48106759786605835,0.27595844864845276,-0.14603561162948608,0.999922513961792,0.4497617185115814,0.2774273455142975,-0.1794276237487793,0.9999484419822693,0.47816064953804016,0.2894825041294098,-0.24304257333278656,0.9999783635139465,0.4668942391872406,0.28980374336242676,-0.25307905673980713,0.9999799728393555,0.5110914707183838,0.3433218002319336,-0.051131341606378555,0.9999709129333496,0.4153931736946106,0.3422294855117798,-0.12864689528942108,0.999943733215332,0.5198111534118652,0.41537442803382874,0.004835575353354216,0.9873223900794983,0.3937899172306061,0.4148290753364563,-0.10498084872961044,0.9844235181808472,0.5386319756507874,0.47981905937194824,-0.11103274673223495,0.9667840600013733,0.38650748133659363,0.4858736991882324,-0.18881754577159882,0.8531992435455322,0.5441977977752686,0.5016136765480042,-0.13855265080928802,0.9255164861679077,0.3809177875518799,0.5043954849243164,-0.221869558095932,0.7837757468223572,0.5419068336486816,0.502589762210846,-0.17745208740234375,0.9233402013778687,0.3892214000225067,0.5045910477638245,-0.2542164623737335,0.7756386995315552,0.5388392806053162,0.49635592103004456,-0.12931253015995026,0.8947463631629944,0.3929905891418457,0.49845749139785767,-0.20334134995937347,0.744968056678772,0.48899275064468384,0.483366996049881,0.03736058622598648,0.9998010993003845,0.4352284073829651,0.4853331446647644,-0.03746408596634865,0.9997589588165283,0.49572065472602844,0.5837243795394897,0.04957914724946022,0.9878024458885193,0.4314824342727661,0.5917726755142212,-0.0389067567884922,0.9956748485565186,0.5002920031547546,0.6800281405448914,0.22467759251594543,0.9912327527999878,0.43445929884910583,0.689426600933075,0.12426751852035522,0.9939574003219604,0.4904686510562897,0.6944475769996643,0.23488348722457886,0.9617396593093872,0.4368888735771179,0.6988231539726257,0.13224250078201294,0.9314653873443604,0.5242239832878113,0.7093228697776794,0.11670685559511185,0.9680589437484741,0.44894683361053467,0.7219577431678772,-0.009941826574504375,0.9559807777404785
7,0.4738065302371979,0.2783285081386566,-0.2878577411174774,0.9999826550483704,0.47565194964408875,0.2701740860939026,-0.2666141092777252,0.9999600052833557,0.47832685708999634,0.27033641934394836,-0.2666533291339874,0.9999638199806213,0.48099109530448914,0.27057763934135437,-0.26663774251937866,0.9999545216560364,0.4669033885002136,0.27006658911705017,-0.27372515201568604,0.9999609589576721,0.46289587020874023,0.27030688524246216,-0.27375805377960205,0.9999657273292542,0.4588734209537506,0.2708037197589874,-0.27380943298339844,0.9999564290046692,0.48126155138015747,0.2763155698776245,-0.14329585433006287,0.9999200105667114,0.44977566599845886,0.27732399106025696,-0.17706412076950073,0.9999478459358215,0.47822305560112,0.2897159457206726,-0.24159538745880127,0.9999792575836182,0.4670668840408325,0.2899746000766754,-0.2515219449996948,0.9999809265136719,0.5107558369636536,0.3438093364238739,-0.048663847148418427,0.9999719262123108,0.41542690992355347,0.34207552671432495,-0.1261894702911377,0.9999473094940186,0.5197854042053223,0.41512227058410645,0.0030506441835314035,0.9866213202476501,0.3937954306602478,0.4151935875415802,-0.10430124402046204,0.9853346347808838,0.5381768941879272,0.479457825422287,-0.1176002025604248,0.9686950445175171,0.3863474726676941,0.486479789018631,-0.1906818449497223,0.8664720058441162,0.5438183546066284,0.5013746023178101,-0.14737659692764282,0.9300066828727722,0.38068071007728577,0.5049842596054077,-0.2245481014251709,0.8023754954338074,0.541655421257019,0.5022640824317932,-0.18630316853523254,0.9283873438835144,0.389050155878067,0.5051098465919495,-0.25734129548072815,0.7952085733413696,0.5385422706604004,0.49612388014793396,-0.13641344010829926,0.902162492275238,0.39281609654426575,0.4989176094532013,-0.20548245310783386,0.7668603658676147,0.48871228098869324,0.48387593030929565,0.03808671608567238,0.9998048543930054,0.43491846323013306,0.4861183762550354,-0.03819490596652031,0.9997665882110596,0.49588558077812195,0.5835816264152527,0.04816557094454765,0.9870132207870483,0.4316725730895996,0.5915393233299255,-0.037537265568971634,0.995613157749176,0.5002412796020508,0.6801618933677673,0.22989964485168457,0.9908012747764587,0.434436172246933,0.6891272068023682,0.13100729882717133,0.9939513802528381,0.490421324968338,0.6944380402565002,0.24093244969844818,0.9588664174079895,0.43704935908317566,0.6983575820922852,0.13965633511543274,0.9267273545265198,0.5247432589530945,0.7092949151992798,0.1205296590924263,0.9698267579078674,0.4480801522731781,0.7223612666130066,0.0007140577072277665,0.9593690037727356
8,0.47402718663215637,0.27886417508125305,-0.2966639995574951,0.999983549118042,0.47590401768684387,0.2705990672111511,-0.2757716476917267,0.9999610781669617,0.47860637307167053,0.2707410156726837,-0.27580714225769043,0.9999645352363586,0.4812051057815552,0.27095985412597656,-0.2757912576198578,0.9999557137489319,0.467077374458313,0.2704833447933197,-0.28280672430992126,0.9999617338180542,0.46304240822792053,0.2706712782382965,-0.2828393578529358,0.9999661445617676,0.45892632007598877,0.2711184620857239,-0.2828875780105591,0.9999571442604065,0.4813508689403534,0.2767382264137268,-0.1502663642168045,0.9999187588691711,0.4498883783817291,0.27749526500701904,-0.1845867931842804,0.9999479651451111,0.478370726108551,0.29024481773376465,-0.24971766769886017,0.9999802112579346,0.4673720598220825,0.29056814312934875,-0.25958067178726196,0.9999818801879883,0.5104606747627258,0.3438619077205658,-0.05330029875040054,0.9999730587005615,0.4156895577907562,0.34202250838279724,-0.12999990582466125,0.9999507665634155,0.5199039578437805,0.41512131690979004,-0.0009655496687628329,0.9861449003219604,0.39333876967430115,0.4155212342739105,-0.10676512122154236,0.9861417412757874,0.5382429361343384,0.47926273941993713,-0.12208472937345505,0.970500111579895,0.3858168423175812,0.4868105947971344,-0.1938810497522354,0.8784646987915039,0.543532133102417,0.5011218190193176,-0.1520151048898697,0.9341438412666321,0.3801049590110779,0.505244255065918,-0.22720253467559814,0.819203794002533,0.541551947593689,0.502093493938446,-0.19088169932365417,0.9330261945724487,0.3886679708957672,0.5054236054420471,-0.26060813665390015,0.8129174709320068,0.5385535955429077,0.495919406414032,-0.14089395105838776,0.9089576601982117,0.3924524486064911,0.49923282861709595,-0.20883211493492126,0.7866854071617126,0.48852646350860596,0.48378702998161316,0.037218593060970306,0.9998080730438232,0.43501660227775574,0.4862905740737915,-0.03734051063656807,0.9997722506523132,0.4960561692714691,0.5836248397827148,0.04787602648139,0.98637455701828,0.43164506554603577,0.5916165113449097,-0.03085627593100071,0.9955005049705505,0.5003306865692139,0.6805328130722046,0.22696952521800995,0.9904429912567139,0.4348754286766052,0.6887956857681274,0.1350555419921875,0.9938768744468689,0.490418016910553,0.6946322321891785,0.23796750605106354,0.9565072059631348,0.43746834993362427,0.6978100538253784,0.14164330065250397,0.921772301197052,0.5260270237922668,0.7093223333358765,0.1183331161737442,0.971435010433197,0.44643712043762207,0.7221656441688538,0.014516971074044704,0.9623107314109802
9,0.47386112809181213,0.2793732285499573,-0.2928258180618286,0.9999843835830688,0.47579270601272583,0.27105435729026794,-0.27215492725372314,0.9999620914459229,0.47854408621788025,0.27120092511177063,-0.2721934914588928,0.999965250492096,0.4811674654483795,0.27141812443733215,-0.2721799314022064,0.9999568462371826,0.4669257402420044,0.2709527015686035,-0.2788020372390747,0.9999623894691467,0.4628574550151825,0.2711338996887207,-0.2788347005844116,0.9999665021896362,0.4587631821632385,0.2715742290019989,-0.27888253331184387,0.999957799911499,0.4814455509185791,0.27719688415527344,-0.1479555070400238,0.9999176859855652,0.4497818052768707,0.2778894603252411,-0.18008653819561005,0.9999481439590454,0.4783223867416382,0.2908473312854767,-0.24598637223243713,0.9999809861183167,0.46727094054222107,0.2912088930606842,-0.2553167939186096,0.9999827146530151,0.5102965831756592,0.34365472197532654,-0.05101723596453667,0.9999739527702332,0.41591572761535645,0.3419746160507202,-0.12638512253761292,0.9999537467956543,0.5198785662651062,0.4148696959018707,0.0005584275932051241,0.9856377840042114,0.3928787112236023,0.4154415428638458,-0.1040196418762207,0.9868590235710144,0.5381090044975281,0.4795125722885132,-0.12186272442340851,0.9720730185508728,0.385968416929245,0.48638859391212463,-0.1912604570388794,0.8891592025756836,0.5433762073516846,0.5011868476867676,-0.15175244212150574,0.9377940893173218,0.3799123466014862,0.5049486756324768,-0.22457574307918549,0.834145724773407,0.5413371324539185,0.5022154450416565,-0.19016394019126892,0.9371281862258911,0.3887398838996887,0.5051538944244385,-0.2576303482055664,0.828669011592865,0.5382543802261353,0.49598270654678345,-0.1404149830341339,0.9149827361106873,0.39264655113220215,0.4989483654499054,-0.2060776948928833,0.8043295741081238,0.48825451731681824,0.4837687313556671,0.03725910186767578,0.9998100399971008,0.4346195161342621,0.4863642454147339,-0.03738059476017952,0.9997767210006714,0.49618643522262573,0.5836222171783447,0.04736391454935074,0.9857763648033142,0.4314870536327362,0.5917744040489197,-0.032314106822013855,0.9954098463058472,0.5004252195358276,0.6805248260498047,0.22682760655879974,0.9900924563407898,0.43487846851348877,0.6887732148170471,0.13721612095832825,0.9938051700592041,0.49041569232940674,0.6946231126785278,0.23782579600811005,0.9541772603988647,0.4375637471675873,0.697577178478241,0.145350843667984,0.9171326756477356,0.5259940028190613,0.7092674374580383,0.11806871742010117,0.9728146195411682,0.4466460049152374,0.7217782735824585,0.009971153922379017,0.9649260640144348
